[00:00:00.000],Start,,False
[00:00:00.500],SetValue,bPressCam_Up,I115.1:P,Boolean,TRUE,,False
[00:00:01.000],SetValue,bPressCam_Dn,I115.2:P,Boolean,FALSE,,False
[00:00:01.500],SetValue,bPressCamRot_Home,I115.3:P,Boolean,TRUE,,False
[00:00:02.000],SetValue,bPressCamRot_Press,I115.4:P,Boolean,FALSE,,False
[00:00:02.500],SetValue,bTrans1Lat_Ext,I104.1:P,Boolean,TRUE,,False
[00:00:03.000],SetValue,bTrans1Lat_Ret,I104.0:P,Boolean,FALSE,,False
[00:00:03.500],SetValue,bTrans1Lift_Dn,I104.3:P,Boolean,TRUE,,False
[00:00:00.100],SetValue,握手信号.bAck_ScrewDone,,Boolean,TRUE,,False
[00:00:04.000],SetValue,bTrans1Lift_Up,I104.2:P,Boolean,FALSE,,False
[00:00:04.500],SetValue,bTrans1ProdDet,I104.6:P,Boolean,TRUE,,False
[00:00:05.000],SetValue,bTrans1Grip_Clp,I104.5:P,Boolean,TRUE,,False
[00:00:05.500],SetValue,bTrans1Grip_Rel,I104.4:P,Boolean,FALSE,,False
[00:00:06.000],SetValue,bTrans1Lift_Up,I104.2:P,Boolean,TRUE,,False
[00:00:06.500],SetValue,bTrans1Lift_Dn,I104.3:P,Boolean,FALSE,,False
[00:00:07.000],SetValue,bTrans1Lat_Ret,I104.0:P,Boolean,TRUE,,False
[00:00:07.500],SetValue,bTrans1Lat_Ext,I104.1:P,Boolean,FALSE,,False
[00:00:08.000],SetValue,bTrans1Lift_Dn,I104.3:P,Boolean,TRUE,,False
[00:00:08.500],SetValue,bTrans1Lift_Up,I104.2:P,Boolean,FALSE,,False
[00:00:09.000],SetValue,bTrans1Lift_Up,I104.2:P,Boolean,TRUE,,False
[00:00:09.500],SetValue,bTrans1Lift_Dn,I104.3:P,Boolean,FALSE,,False
[00:00:10.000],SetValue,b2ndPosLat_End,I101.1:P,Boolean,FALSE,,False
[00:00:10.500],SetValue,b2ndPosLon_End,I101.3:P,Boolean,FALSE,,False
[00:00:11.000],SetValue,b2ndPosLat_Start,I101.0:P,Boolean,TRUE,,False
[00:00:11.500],SetValue,b2ndPosLon_Start,I101.2:P,Boolean,TRUE,,False
[00:00:12.000],SetValue,bPosCyl_End,I100.5:P,Boolean,FALSE,,False
[00:00:12.500],SetValue,bPosCyl_Start,I100.4:P,Boolean,TRUE,,False
[00:00:13.000],SetValue,bStaBlkCyl_End,I100.3:P,Boolean,FALSE,,False
[00:00:13.500],SetValue,bStaBlkCyl_Start,I100.2:P,Boolean,TRUE,,False
[00:00:14.000],SetValue,bPalletStaDetect,I100.7:P,Boolean,FALSE,,False
[00:00:14.500],SetValue,bPreBlkCyl_End,I100.1:P,Boolean,FALSE,,False
[00:00:08.750],SetValue,bTrans1Grip_Rel,I104.4:P,Boolean,TRUE,,False
[00:00:15.500],Stop,,False
